,Status,User ID,"Reason (manually added, not 100% clear)",Created at
,OFF,b309917b-6076-424f-bdbe-cfc6cc2b401a,3_Repaid,02/08/2018
,OFF,35135a82-d403-4811-baac-98da107dd724,3_Repaid,03/08/2018
,OFF,11975e85-79b9-4a4e-8a64-786230af3712,1_Cancelled,07/08/2018
,OFF,774204ea-416b-4d57-860e-ea5615f49813,1_Cancelled,08/08/2018
,OFF,a4bb5d1a-b5f6-4181-82a9-2fe15c20cfab,1_Cancelled,08/08/2018
,OFF,d021f86a-2b9b-49d8-ad9c-0754b52467e3,1_Cancelled,08/08/2018
,OFF,d8094233-639b-49b2-89f0-e687439051c8,1_Cancelled,08/08/2018
,OFF,1e56eb35-c3cd-4506-8e95-800686a53386,3_Repaid,08/08/2018
,OFF,329c8b5e-7389-4daf-b564-48a08c1c6e5b,1_Cancelled,10/08/2018
,OFF,55098472-1a48-4983-9468-3534034c4f1b,1_Cancelled,10/08/2018
,OFF,15dabc3e-2bb2-4dea-ab50-bbf60e8242e1,1_Cancelled,13/08/2018
,OFF,64365633-88f5-429f-bee5-e8990b5bc073,3_Repaid,13/08/2018
,OFF,e4d5ab0b-621d-41fe-af81-39b7632969cb,3_Repaid,13/08/2018
,OFF,5e7313de-f9bb-4e94-adca-f77f046eeb6a,1_Cancelled,14/08/2018
,OFF,6737824a-3178-406d-a226-cf4a7989cb12,1_Cancelled,14/08/2018
,OFF,c50bd291-7ec4-486c-85c1-28b41c97854b,1_Cancelled,20/08/2018
,OFF,599eee3b-6701-496d-97e1-81c07c598efe,3_Repaid,20/08/2018
,OFF,25b4e194-ac04-4722-9da3-58939d723e1d,3_Repaid,20/08/2018
,OFF,7bc3df83-7d40-404d-a413-0b59acd2b366,3_Repaid,20/08/2018
,OFF,1c40135e-a898-4381-86ac-29d6d3fa08cd,3_Repaid,21/08/2018
,OFF,315e3ac5-9a57-4a01-9e62-20ee2ccdec98,3_Repaid,21/08/2018
,OFF,c99630ae-bce4-460c-9854-9aafa16f7a69,3_Repaid,21/08/2018
,OFF,f47b62e5-ad8a-48d8-8c6b-090a2bffca5c,3_Repaid,21/08/2018
,OFF,8b24d01e-eba4-4a43-b17d-edcfe504f1c4,1_Cancelled,22/08/2018
,OFF,e0ced556-4cf5-44c2-85a1-75dfa8f64f72,1_Cancelled,22/08/2018
,OFF,77b0d1a3-9a52-46ae-b59d-c872c46f40d6,3_Repaid,22/08/2018
,OFF,49b5f998-462a-4fe1-bca1-2158ed1b1ba6,1_Cancelled,27/08/2018
,OFF,4be4fc42-ec0a-413a-a3e7-68ed0b4ff03a,3_Repaid,27/08/2018
,OFF,d5c01269-c889-49cd-b7fe-d5f50336a025,3_Repaid,27/08/2018
,OFF,2eaaff4e-26cd-4df2-a79b-1e5c75cff0dd,1_Cancelled,30/08/2018
,OFF,324df99d-aae0-4288-9321-f4855baaac0d,1_Cancelled,30/08/2018
,OFF,4be4fc42-ec0a-413a-a3e7-68ed0b4ff03a,1_Cancelled,30/08/2018
,OFF,58100640-ffac-43be-b9d7-55a9ce0802ea,1_Cancelled,30/08/2018
,OFF,c062e85e-4788-4454-81a8-d22836a2bdfc,1_Cancelled,30/08/2018
,OFF,c062e85e-4788-4454-81a8-d22836a2bdfc,3_Repaid,30/08/2018
,OFF,33dbc6a4-c282-4f0e-b63e-9b6e9efc2f86,3_Repaid,06/09/2018
,OFF,a53dc29b-6a98-457b-890f-20be0c5c9966,1_Cancelled,10/09/2018
,OFF,5ac37603-593a-49fc-a1d2-7dd46bcf1be2,3_Repaid,12/09/2018
,OFF,aa7fb9f8-6752-41f2-8db8-daac40937b3d,3_Repaid,12/09/2018
,OFF,03deb4c3-533d-42d6-9a45-74b707109c26,3_Repaid,13/09/2018
,OFF,f11f800a-aeef-4562-b3ad-6b789e58bd69,1_Cancelled,24/09/2018
,OFF,4441d468-d192-46dc-ace0-8566f260cefe,1_Cancelled,24/09/2018
,OFF,0eba842c-b909-46c1-96d3-454b6ded5280,3_Repaid,24/09/2018
,OFF,3e30a937-cc88-42ff-8e2e-543a28850312,3_Repaid,24/09/2018
,OFF,5b475064-9af8-410f-b51e-e19257fefe80,3_Repaid,24/09/2018
,OFF,650dfcbc-5b60-448b-a113-fde4cf9f202e,3_Repaid,24/09/2018
,OFF,e418cbf7-b57c-4628-acf8-1e429c30870b,3_Repaid,24/09/2018
,OFF,73bc91a0-060a-49df-8137-b51e7ee4b1e1,3_Repaid,25/09/2018
,OFF,cf52509a-6cca-4507-91ba-3368a2be7fda,3_Repaid,26/09/2018
,OFF,711bcb8f-9e33-4de2-b79b-463ce0ff1108,3_Repaid,04/10/2018
,OFF,a8c4334c-847e-403a-9781-a26b7d79d66b,3_Repaid,04/10/2018
,OFF,cc592e83-6b23-4e2a-aba8-0721935e5d18,3_Repaid,04/10/2018
,OFF,73d6b04c-be54-461a-80d8-0a75247ad17e,1_Cancelled,05/10/2018
,OFF,83b74905-1c8d-4dd1-a93e-09c075064c59,1_Cancelled,05/10/2018
,OFF,dcf190fc-a40b-4c5f-819b-0327a4b792dd,3_Repaid,05/10/2018
,OFF,398f5eab-3de9-42d9-beaa-62f0f1cdf3b0,3_Repaid,09/10/2018
,OFF,20460eb6-0326-4752-8cf1-edf338138ef6,1_Cancelled,12/10/2018
,OFF,089dc06c-329f-4b7a-a959-233b8450e6f1,3_Repaid,12/10/2018
,OFF,2c1ac0f1-b93a-478e-80d8-da1d89b1d93c,3_Repaid,12/10/2018
,OFF,8c893bd6-7fcd-4bdc-8a0f-5fa138bf1acc,3_Repaid,12/10/2018
,OFF,68c21cdb-35b8-459b-b516-954a5c154a90,3_Repaid,15/10/2018
,OFF,eef12629-94f8-4094-bfb8-ced85d2e875f,1_Cancelled,18/10/2018
,OFF,1e91f758-6c20-484b-8bc6-3c4b9aea6c4b,3_Repaid,18/10/2018
,OFF,cf22185b-1045-49ed-b395-f1c50e8a77a9,3_Repaid,18/10/2018
,OFF,f8a6c9bd-e835-4cfd-921a-2f14ae6c9630,3_Repaid,18/10/2018
,OFF,e6c1a79a-caf0-45ac-86f6-b19ae4c46652,1_Cancelled,19/10/2018
,OFF,d314394c-587a-4393-b6dc-c45f5da77fb4,1_Cancelled,22/10/2018
,OFF,dc60a001-c2ff-4862-87cf-e350265ce77d,3_Repaid,22/10/2018
,OFF,ef13178c-e718-4198-b484-0801640daa1c,3_Repaid,23/10/2018
,OFF,852671a2-66d3-4c96-972c-72a0199d6d2e,1_Cancelled,24/10/2018
,OFF,d2191e30-8ba9-40d0-bc00-8a0dff3d0de8,3_Repaid,24/10/2018
,OFF,f2c46ebd-d69c-496f-95e1-b6506a5a6860,3_Repaid,24/10/2018
,OFF,6cac4a98-3edb-448b-903e-fef7bf753a45,3_Repaid,25/10/2018
,OFF,59e917c3-598e-4cdf-aef3-7d9816a1b4bd,3_Repaid,26/10/2018
,OFF,cadb8a33-4fb8-4ff6-aca3-9d9015a4fd5b,3_Repaid,31/10/2018
,OFF,981817d2-d125-42c6-9e2e-84bf09de3d73,3_Repaid,02/11/2018
,OFF,dd48cab3-3075-4950-865b-7ed456f78193,3_Repaid,02/11/2018
,OFF,4dd6244a-a058-4d5b-936e-64a8f7340384,3_Repaid,05/11/2018
,OFF,445af609-3dbd-4a29-a664-5f4fac945c11,3_Repaid,08/11/2018
,OFF,986b8c56-995e-405c-9350-84e2a201a541,3_Repaid,08/11/2018
,OFF,d5278366-56d2-4882-a83f-621da6c56763,3_Repaid,08/11/2018
,OFF,d5278366-56d2-4882-a83f-621da6c56763,3_Repaid,08/11/2018
,OFF,742e27bd-a71e-4918-ab03-aa4de0c793c1,3_Repaid,09/11/2018
,OFF,e05cad24-502d-4760-86c9-8dd8930dc4da,3_Repaid,09/11/2018
,OFF,8c2eb304-fc91-4665-a8ff-bb0ce04eb0fe,3_Repaid,12/11/2018
,OFF,78890bde-b182-41ef-b2ff-df44ef44529d,3_Repaid,13/11/2018
,OFF,1ba883ee-a84b-4105-9b32-c17ed2879a3c,3_Repaid,19/11/2018
,OFF,7b614abb-be42-49db-b20c-2ea8d70e9780,3_Repaid,19/11/2018
,OFF,8f899d15-f2db-44e6-972b-6a1d7a9ce5ca,3_Repaid,19/11/2018
,OFF,cf16440e-8eba-4600-bf42-ffec26760342,3_Repaid,19/11/2018
,OFF,f6e4f632-a832-4ee8-9817-a46bac083c59,3_Repaid,19/11/2018
,OFF,379d53c2-2217-4cbe-8c89-972366a4f604,3_Repaid,20/11/2018
,OFF,bcb09531-f17e-4841-b409-b82f08529f0e,3_Repaid,20/11/2018
,OFF,ef6111f4-9455-42a4-8fbe-c13af1953a80,3_Repaid,26/11/2018
,OFF,1b62d7ba-56e3-4a92-ac2c-40b4c0aefcba,3_Repaid,28/11/2018
,OFF,82bb4d04-4a12-4807-a63a-4cf41b800302,3_Repaid,30/11/2018
,OFF,794f4114-84ce-4a36-a42d-eb1dc59de39d,3_Repaid,04/12/2018
,OFF,aa6efa7a-0375-4266-b0be-5cdc45e26dd7,3_Repaid,04/12/2018
,OFF,d561b304-103b-45f6-af0b-23d85b0dd2fb,3_Repaid,05/12/2018
,OFF,ddedb7dc-2e33-4372-b329-39b8bcb68c6d,3_Repaid,05/12/2018
,OFF,8b0da78a-3de3-44b6-9890-4a3ec9bb3874,3_Repaid,07/12/2018
,OFF,12999fd8-7510-433a-b748-446124b67f18,3_Repaid,07/12/2018
,OFF,23735b3d-a0d8-41b3-b671-2145513607d2,3_Repaid,07/12/2018
,OFF,505f2456-576c-43b2-8a86-a47c76ccb629,3_Repaid,07/12/2018
,OFF,b3abcf14-bbb5-4af9-a692-133d9c46d6a8,3_Repaid,07/12/2018
,OFF,5dd228d9-e760-4ec3-b26e-e93f2bf3137a,1_Cancelled,10/12/2018
,OFF,2fbce4b6-1125-4e62-a2d5-f05a2128119d,3_Repaid,11/12/2018
,OFF,bcf680c2-3758-47aa-ac17-4922d0da7e0d,3_Repaid,13/12/2018
,OFF,af10f34e-e733-4929-810e-babd131dd9bc,3_Repaid,17/12/2018
,OFF,b0b583f6-7358-4bfc-9d4a-f9c1396ea01e,3_Repaid,17/12/2018
,OFF,0dab1fe3-7605-48a2-acbe-f1fd108a7e6b,2_Rejected,18/12/2018
,OFF,33c1b5e0-04c2-4255-990a-7b8867c7c3ae,3_Repaid,18/12/2018
,OFF,5dd228d9-e760-4ec3-b26e-e93f2bf3137a,3_Repaid,18/12/2018
,OFF,4efb0f44-5170-4eb7-b635-6a405b84c8aa,1_Cancelled,01/01/2019
,OFF,0811d979-d427-4852-a467-96acdbc1cd49,1_Cancelled,01/01/2019
,OFF,2c97463e-d866-4fb5-b81a-e228a3c042a4,1_Cancelled,01/01/2019
,OFF,2d1afd96-735c-40bd-bb32-af56615c5d7f,1_Cancelled,01/01/2019
,OFF,31193cd4-153c-4f47-bdd8-4a511b7be3f1,1_Cancelled,01/01/2019
,OFF,31cdb365-1255-4ed7-bee0-551833c2650e,1_Cancelled,01/01/2019
,OFF,382bfa63-6e88-4510-acb5-a32bbfa49bdd,1_Cancelled,01/01/2019
,OFF,46bc99af-7529-4add-a206-5654dd4e17f2,1_Cancelled,01/01/2019
,OFF,4fec60bb-8871-4ef4-bd88-ce3dce76a495,1_Cancelled,01/01/2019
,OFF,503ccde9-743f-477b-b0d6-b2d2991a79c8,1_Cancelled,01/01/2019
,OFF,5116a16e-4dbf-45cd-a415-7f7c4486a488,1_Cancelled,01/01/2019
,OFF,59eaa572-73d2-4438-8ef6-6d15ce78173b,1_Cancelled,01/01/2019
,OFF,62435d69-e340-4e82-bebf-f3611878be34,1_Cancelled,01/01/2019
,OFF,6540b7c7-ad9f-4422-a182-6d2be372b2a0,1_Cancelled,01/01/2019
,OFF,79f8673f-61e0-4839-8bdd-8b2ea163f2ef,1_Cancelled,01/01/2019
,OFF,7b19f42c-6c35-41ba-b2eb-3f24695d2a53,1_Cancelled,01/01/2019
,OFF,822c6521-09dd-427d-a17c-2eae3c07fca6,1_Cancelled,01/01/2019
,OFF,853eff69-ef98-44e5-b747-c654e1b7ec7d,1_Cancelled,01/01/2019
,OFF,8719a983-83bd-4472-bae9-31a029cd9155,1_Cancelled,01/01/2019
,OFF,96e9658b-aaa5-4614-90e4-835392c8bcb3,1_Cancelled,01/01/2019
,OFF,b02015be-2a21-4b25-8ac4-be211222b1da,1_Cancelled,01/01/2019
,OFF,b2f4a244-0744-4082-ba90-62ef5e26cab5,1_Cancelled,01/01/2019
,OFF,b425a9c9-5858-4779-a3b9-8913cf0827db,1_Cancelled,01/01/2019
,OFF,bb15fb42-e03a-4b0e-ae69-3b2cfcde754f,1_Cancelled,01/01/2019
